Close Last Trade Day,Price,Units,Implied Values,Date
"NYMEX-WTI: September, 2018",67.63,USD/BBL,,2018-08-13
"NYMEX-WTI: October, 2018",66.94,USD/BBL,,2018-08-13
"NYMEX-WTI: November, 2018",66.54,USD/BBL,,2018-08-13
"NYMEX-WTI: December, 2018",66.21,USD/BBL,,2018-08-13
NYMEX-WTI Year Ago Current Month Contract,48.59,USD/BBL,,2018-08-13
"Net Energy Sweet Closing Price: September, 2018",-11.65,USD/BBL,55.98,2018-08-13
"Net Energy SSP Closing Price: September, 2018",-2.4,USD/BBL,65.23,2018-08-13
"Net Energy WCS Closing Price: September, 2018",-27.65,USD/BBL,39.98,2018-08-13
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.02,USD/BBL,38.61,2018-08-13
Canadian Crude Index,40.91,USD/BBL,,2018-08-13
West Texas Intermediate Cash,67.63,USD/BBL,,2018-08-13
North Sea Brent Blend,72.81,USD/BBL,,2018-08-13
OPEC Basket Price,70.6,USD/BBL,,2018-08-13
"NYMEX Natural Gas: September, 2018",2.94,USD/MMBTU,,2018-08-13
"NYMEX Natural Gas: October, 2018",2.95,USD/MMBTU,,2018-08-13
"NYMEX Natural Gas: November, 2018",2.98,USD/MMBTU,,2018-08-13
"NYMEX Natural Gas: December, 2018",3.07,USD/MMBTU,,2018-08-13
Spectra - Station 2,1.4,CAD/GJ,,2018-08-13
AECO/NGX Spot Price - Settlement,1.43,CAD/GJ,,2018-08-13
AECO/NGX Spot Price - Same Day Volume,488.3,TJ,,2018-08-13
"AECO/NGX Near-Month: September, 2018",1.45,CAD/GJ,,2018-08-13
NYMEX Today @ 10:00 AM MST,,,,2018-08-13
"WTI September, 2018 Contract",66.0,USD/BBL,,2018-08-13
Near-Month Gas Contract,2.93,USD/MMBTU,,2018-08-13
Daily Average US Exchange Rate,1.31,,,2018-08-13
 Expressed as a basis to WTI,,,,2018-08-13
"NYMEX-WTI: September, 2018",66.81,USD/BBL,,2018-08-10
"NYMEX-WTI: October, 2018",66.14,USD/BBL,,2018-08-10
"NYMEX-WTI: November, 2018",65.78,USD/BBL,,2018-08-10
"NYMEX-WTI: December, 2018",65.48,USD/BBL,,2018-08-10
NYMEX-WTI Year Ago Current Month Contract,49.56,USD/BBL,,2018-08-10
"Net Energy Sweet Closing Price: September, 2018",-8.0,USD/BBL,58.81,2018-08-10
"Net Energy SSP Closing Price: September, 2018",0.0,USD/BBL,66.81,2018-08-10
"Net Energy WCS Closing Price: September, 2018",-27.75,USD/BBL,39.06,2018-08-10
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.05,USD/BBL,37.76,2018-08-10
Canadian Crude Index,40.1,USD/BBL,,2018-08-10
West Texas Intermediate Cash,66.76,USD/BBL,,2018-08-10
North Sea Brent Blend,72.07,USD/BBL,,2018-08-10
OPEC Basket Price,72.03,USD/BBL,,2018-08-10
"NYMEX Natural Gas: September, 2018",2.96,USD/MMBTU,,2018-08-10
"NYMEX Natural Gas: October, 2018",2.96,USD/MMBTU,,2018-08-10
"NYMEX Natural Gas: November, 2018",2.99,USD/MMBTU,,2018-08-10
"NYMEX Natural Gas: December, 2018",3.08,USD/MMBTU,,2018-08-10
Spectra - Station 2,1.46,CAD/GJ,,2018-08-10
AECO/NGX Spot Price - Settlement,1.32,CAD/GJ,,2018-08-10
AECO/NGX Spot Price - Same Day Volume,1035.5,TJ,,2018-08-10
"AECO/NGX Near-Month: September, 2018",1.45,CAD/GJ,,2018-08-10
NYMEX Today @ 10:00 AM MST,,,,2018-08-10
"WTI September, 2018 Contract",66.97,USD/BBL,,2018-08-10
Near-Month Gas Contract,2.94,USD/MMBTU,,2018-08-10
Daily Average US Exchange Rate,1.3,,,2018-08-10
 Expressed as a basis to WTI,,,,2018-08-10
"NYMEX-WTI: September, 2018",66.94,USD/BBL,,2018-08-09
"NYMEX-WTI: October, 2018",66.25,USD/BBL,,2018-08-09
"NYMEX-WTI: November, 2018",65.87,USD/BBL,,2018-08-09
"NYMEX-WTI: December, 2018",65.54,USD/BBL,,2018-08-09
NYMEX-WTI Year Ago Current Month Contract,49.17,USD/BBL,,2018-08-09
"Net Energy Sweet Closing Price: September, 2018",-7.2,USD/BBL,59.74,2018-08-09
"Net Energy SSP Closing Price: September, 2018",1.75,USD/BBL,68.69,2018-08-09
"Net Energy WCS Closing Price: September, 2018",-29.4,USD/BBL,37.54,2018-08-09
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.93,USD/BBL,37.01,2018-08-09
Canadian Crude Index,39.19,USD/BBL,,2018-08-09
West Texas Intermediate Cash,66.87,USD/BBL,,2018-08-09
North Sea Brent Blend,72.28,USD/BBL,,2018-08-09
OPEC Basket Price,72.21,USD/BBL,,2018-08-09
"NYMEX Natural Gas: September, 2018",2.95,USD/MMBTU,,2018-08-09
"NYMEX Natural Gas: October, 2018",2.96,USD/MMBTU,,2018-08-09
"NYMEX Natural Gas: November, 2018",2.99,USD/MMBTU,,2018-08-09
"NYMEX Natural Gas: December, 2018",3.08,USD/MMBTU,,2018-08-09
Spectra - Station 2,1.35,CAD/GJ,,2018-08-09
AECO/NGX Spot Price - Settlement,1.18,CAD/GJ,,2018-08-09
AECO/NGX Spot Price - Same Day Volume,555.5,TJ,,2018-08-09
"AECO/NGX Near-Month: September, 2018",1.49,CAD/GJ,,2018-08-09
NYMEX Today @ 10:00 AM MST,,,,2018-08-09
"WTI September, 2018 Contract",67.0,USD/BBL,,2018-08-09
Near-Month Gas Contract,2.94,USD/MMBTU,,2018-08-09
Daily Average US Exchange Rate,1.31,,,2018-08-09
 Expressed as a basis to WTI,,,,2018-08-09
"NYMEX-WTI: September, 2018",69.17,USD/BBL,,2018-08-08
"NYMEX-WTI: October, 2018",68.33,USD/BBL,,2018-08-08
"NYMEX-WTI: November, 2018",67.96,USD/BBL,,2018-08-08
"NYMEX-WTI: December, 2018",67.62,USD/BBL,,2018-08-08
NYMEX-WTI Year Ago Current Month Contract,49.39,USD/BBL,,2018-08-08
"Net Energy Sweet Closing Price: September, 2018",-5.95,USD/BBL,63.22,2018-08-08
"Net Energy SSP Closing Price: September, 2018",3.0,USD/BBL,72.17,2018-08-08
"Net Energy WCS Closing Price: September, 2018",-31.0,USD/BBL,38.17,2018-08-08
"Net Energy/NYMEX WCC Closing Price: Septemer, 2018",-30.86,USD/BBL,38.31,2018-08-08
Canadian Crude Index,40.52,USD/BBL,,2018-08-08
West Texas Intermediate Cash,69.12,USD/BBL,,2018-08-08
North Sea Brent Blend,74.65,USD/BBL,,2018-08-08
OPEC Basket Price,72.58,USD/BBL,,2018-08-08
"NYMEX Natural Gas: September, 2018",2.9,USD/MMBTU,,2018-08-08
"NYMEX Natural Gas: October, 2018",2.9,USD/MMBTU,,2018-08-08
"NYMEX Natural Gas: November, 2018",2.94,USD/MMBTU,,2018-08-08
"NYMEX Natural Gas: December, 2018",3.03,USD/MMBTU,,2018-08-08
Spectra - Station 2,1.22,CAD/GJ,,2018-08-08
AECO/NGX Spot Price - Settlement,1.28,CAD/GJ,,2018-08-08
AECO/NGX Spot Price - Same Day Volume,1166.2,TJ,,2018-08-08
"AECO/NGX Near-Month: September, 2018",1.45,CAD/GJ,,2018-08-08
NYMEX Today @ 10:00 AM MST,,,,2018-08-08
"WTI September, 2018 Contract",66.64,USD/BBL,,2018-08-08
Near-Month Gas Contract,2.94,USD/MMBTU,,2018-08-08
Daily Average US Exchange Rate,1.3,,,2018-08-08
 Expressed as a basis to WTI,,,,2018-08-08
"NYMEX-WTI: September, 2018",69.01,USD/BBL,,2018-08-07
"NYMEX-WTI: October, 2018",67.94,USD/BBL,,2018-08-07
"NYMEX-WTI: November, 2018",67.48,USD/BBL,,2018-08-07
"NYMEX-WTI: December, 2018",67.1,USD/BBL,,2018-08-07
NYMEX-WTI Year Ago Current Month Contract,49.58,USD/BBL,,2018-08-07
"Net Energy Sweet Closing Price: September, 2018",-5.5,USD/BBL,63.51,2018-08-07
"Net Energy SSP Closing Price: September, 2018",3.0,USD/BBL,72.01,2018-08-07
"Net Energy WCS Closing Price: September, 2018",-31.2,USD/BBL,37.81,2018-08-07
"Net Energy/NYMEX WCC Closing Price: September, 2018",-31.0,USD/BBL,38.01,2018-08-07
Canadian Crude Index,39.8,USD/BBL,,2018-08-07
West Texas Intermediate Cash,69.01,USD/BBL,,2018-08-07
North Sea Brent Blend,73.75,USD/BBL,,2018-08-07
OPEC Basket Price,72.27,USD/BBL,,2018-08-07
"NYMEX Natural Gas: September, 2018",2.86,USD/MMBTU,,2018-08-07
"NYMEX Natural Gas: October, 2018",2.87,USD/MMBTU,,2018-08-07
"NYMEX Natural Gas: November, 2018",2.9,USD/MMBTU,,2018-08-07
"NYMEX Natural Gas: December, 2018",3.0,USD/MMBTU,,2018-08-07
Spectra - Station 2,1.1,CAD/GJ,,2018-08-07
AECO/NGX Spot Price - Settlement,1.34,CAD/GJ,,2018-08-07
AECO/NGX Spot Price - Same Day Volume,440.2,TJ,,2018-08-07
"AECO/NGX Near-Month: September, 2018",1.45,CAD/GJ,,2018-08-07
NYMEX Today @ 10:00 AM MST,,,,2018-08-07
"WTI September, 2018 Contract",69.27,USD/BBL,,2018-08-07
Near-Month Gas Contract,2.89,USD/MMBTU,,2018-08-07
Daily Average US Exchange Rate,1.3,,,2018-08-07
 Expressed as a basis to WTI,,,,2018-08-07
"NYMEX-WTI: September, 2018",68.96,USD/BBL,,2018-08-03
"NYMEX-WTI: October, 2018",67.66,USD/BBL,,2018-08-03
"NYMEX-WTI: November, 2018",67.18,USD/BBL,,2018-08-03
"NYMEX-WTI: December, 2018",66.79,USD/BBL,,2018-08-03
NYMEX-WTI Year Ago Current Month Contract,46.59,USD/BBL,,2018-08-03
"Net Energy Sweet Closing Price: September, 2018",-5.0,USD/BBL,63.96,2018-08-03
"Net Energy SSP Closing Price: September, 2018",3.0,USD/BBL,71.96,2018-08-03
"Net Energy WCS Closing Price: September, 2018",-31.0,USD/BBL,37.96,2018-08-03
"Net Energy/NYMEX WCC Closing Price: September, 2018",-30.84,USD/BBL,38.12,2018-08-03
Canadian Crude Index,39.67,USD/BBL,,2018-08-03
West Texas Intermediate Cash,68.9,USD/BBL,,2018-08-03
North Sea Brent Blend,73.45,USD/BBL,,2018-08-03
OPEC Basket Price,71.61,USD/BBL,,2018-08-03
"NYMEX Natural Gas: September, 2018",2.82,USD/MMBTU,,2018-08-03
"NYMEX Natural Gas: October, 2018",2.82,USD/MMBTU,,2018-08-03
"NYMEX Natural Gas: November, 2018",2.86,USD/MMBTU,,2018-08-03
"NYMEX Natural Gas: December, 2018",2.96,USD/MMBTU,,2018-08-03
Spectra - Station 2,1.49,CAD/GJ,,2018-08-03
AECO/NGX Spot Price - Settlement,1.28,CAD/GJ,,2018-08-03
AECO/NGX Spot Price - Same Day Volume,1083.6,TJ,,2018-08-03
"AECO/NGX Near-Month: September, 2018",1.44,CAD/GJ,,2018-08-03
NYMEX Today @ 10:00 AM MST,,,,2018-08-03
"WTI September, 2018 Contract",68.0,USD/BBL,,2018-08-03
Near-Month Gas Contract,2.86,USD/MMBTU,,2018-08-03
Daily Average US Exchange Rate,1.3,,,2018-08-03
 Expressed as a basis to WTI,,,,2018-08-03
"NYMEX-WTI: September, 2018",67.66,USD/BBL,,2018-08-02
"NYMEX-WTI: October, 2018",66.5,USD/BBL,,2018-08-02
"NYMEX-WTI: November, 2018",66.11,USD/BBL,,2018-08-02
"NYMEX-WTI: December, 2018",65.78,USD/BBL,,2018-08-02
NYMEX-WTI Year Ago Current Month Contract,49.16,USD/BBL,,2018-08-02
"Net Energy Sweet Closing Price: September, 2018",-5.75,USD/BBL,61.91,2018-08-02
"Net Energy SSP Closing Price: September, 2018",1.0,USD/BBL,68.66,2018-08-02
"Net Energy WCS Closing Price: September, 2018",-30.0,USD/BBL,37.66,2018-08-02
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.96,USD/BBL,37.7,2018-08-02
Canadian Crude Index,39.4,USD/BBL,,2018-08-02
West Texas Intermediate Cash,68.42,USD/BBL,,2018-08-02
North Sea Brent Blend,72.39,USD/BBL,,2018-08-02
OPEC Basket Price,72.1,USD/BBL,,2018-08-02
"NYMEX Natural Gas: September, 2018",2.76,USD/MMBTU,,2018-08-02
"NYMEX Natural Gas: October, 2018",2.77,USD/MMBTU,,2018-08-02
"NYMEX Natural Gas: November, 2018",2.81,USD/MMBTU,,2018-08-02
"NYMEX Natural Gas: December, 2018",2.92,USD/MMBTU,,2018-08-02
Spectra - Station 2,1.45,CAD/GJ,,2018-08-02
AECO/NGX Spot Price - Settlement,1.13,CAD/GJ,,2018-08-02
AECO/NGX Spot Price - Same Day Volume,1125.9,TJ,,2018-08-02
"AECO/NGX Near-Month: September, 2018",1.41,CAD/GJ,,2018-08-02
NYMEX Today @ 10:00 AM MST,,,,2018-08-02
"WTI September, 2018 Contract",68.92,USD/BBL,,2018-08-02
Near-Month Gas Contract,2.82,USD/MMBTU,,2018-08-02
Daily Average US Exchange Rate,1.3,,,2018-08-02
 Expressed as a basis to WTI,,,,2018-08-02
"NYMEX-WTI: September, 2018",68.76,USD/BBL,,2018-08-01
"NYMEX-WTI: October, 2018",67.63,USD/BBL,,2018-08-01
"NYMEX-WTI: November, 2018",67.27,USD/BBL,,2018-08-01
"NYMEX-WTI: December, 2018",66.97,USD/BBL,,2018-08-01
NYMEX-WTI Year Ago Current Month Contract,50.17,USD/BBL,,2018-08-01
"Net Energy Sweet Closing Price: September, 2018",-6.9,USD/BBL,61.86,2018-08-01
"Net Energy SSP Closing Price: September, 2018",-2.1,USD/BBL,66.66,2018-08-01
"Net Energy WCS Closing Price: September, 2018",-29.0,USD/BBL,39.76,2018-08-01
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.0,USD/BBL,39.76,2018-08-01
Canadian Crude Index,40.47,USD/BBL,,2018-08-01
West Texas Intermediate Cash,69.25,USD/BBL,,2018-08-01
North Sea Brent Blend,74.25,USD/BBL,,2018-08-01
OPEC Basket Price,73.62,USD/BBL,,2018-08-01
"NYMEX Natural Gas: September, 2018",2.78,USD/MMBTU,,2018-08-01
"NYMEX Natural Gas: October, 2018",2.8,USD/MMBTU,,2018-08-01
"NYMEX Natural Gas: November, 2018",2.84,USD/MMBTU,,2018-08-01
"NYMEX Natural Gas: December, 2018",2.95,USD/MMBTU,,2018-08-01
Spectra - Station 2,1.55,CAD/GJ,,2018-08-01
AECO/NGX Spot Price - Settlement,1.36,CAD/GJ,,2018-08-01
AECO/NGX Spot Price - Same Day Volume,846.0,TJ,,2018-08-01
"AECO/NGX Near-Month: September, 2018",1.45,CAD/GJ,,2018-08-01
NYMEX Today @ 10:00 AM MST,,,,2018-08-01
"WTI September, 2018 Contract",67.7,USD/BBL,,2018-08-01
Near-Month Gas Contract,2.77,USD/MMBTU,,2018-08-01
Daily Average US Exchange Rate,1.3,,,2018-08-01
 Expressed as a basis to WTI,,,,2018-08-01
"NYMEX-WTI: September, 2018",70.13,USD/BBL,,2018-07-31
"NYMEX-WTI: October, 2018",68.95,USD/BBL,,2018-07-31
"NYMEX-WTI: November, 2018",68.51,USD/BBL,,2018-07-31
"NYMEX-WTI: December, 2018",68.14,USD/BBL,,2018-07-31
NYMEX-WTI Year Ago Current Month Contract,49.71,USD/BBL,,2018-07-31
"Net Energy Sweet Closing Price: September, 2018",-6.9,USD/BBL,63.23,2018-07-31
"Net Energy SSP Closing Price: September, 2018",-2.3,USD/BBL,67.83,2018-07-31
"Net Energy WCS Closing Price: September, 2018",-29.0,USD/BBL,41.13,2018-07-31
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.0,USD/BBL,41.13,2018-07-31
Canadian Crude Index,42.25,USD/BBL,,2018-07-31
West Texas Intermediate Cash,70.81,USD/BBL,,2018-07-31
North Sea Brent Blend,74.97,USD/BBL,,2018-07-31
OPEC Basket Price,73.53,USD/BBL,,2018-07-31
"NYMEX Natural Gas: September, 2018",2.8,USD/MMBTU,,2018-07-31
"NYMEX Natural Gas: October, 2018",2.82,USD/MMBTU,,2018-07-31
"NYMEX Natural Gas: November, 2018",2.87,USD/MMBTU,,2018-07-31
"NYMEX Natural Gas: December, 2018",2.97,USD/MMBTU,,2018-07-31
Spectra - Station 2,1.41,CAD/GJ,,2018-07-31
AECO/NGX Spot Price - Settlement,1.34,CAD/GJ,,2018-07-31
AECO/NGX Spot Price - Same Day Volume,876.9,TJ,,2018-07-31
"AECO/NGX Near-Month: September, 2018",1.48,CAD/GJ,,2018-07-31
NYMEX Today @ 10:00 AM MST,,,,2018-07-31
"WTI September, 2018 Contract",68.94,USD/BBL,,2018-07-31
Near-Month Gas Contract,2.81,USD/MMBTU,,2018-07-31
Daily Average US Exchange Rate,1.3,,,2018-07-31
 Expressed as a basis to WTI,,,,2018-07-31
"NYMEX-WTI: September, 2018",68.69,USD/BBL,,2018-07-30
"NYMEX-WTI: October, 2018",67.73,USD/BBL,,2018-07-30
"NYMEX-WTI: November, 2018",67.36,USD/BBL,,2018-07-30
"NYMEX-WTI: December, 2018",67.04,USD/BBL,,2018-07-30
NYMEX-WTI Year Ago Current Month Contract,49.04,USD/BBL,,2018-07-30
"Net Energy Sweet Closing Price: September, 2018",-7.0,USD/BBL,61.69,2018-07-30
"Net Energy SSP Closing Price: September, 2018",-2.4,USD/BBL,66.29,2018-07-30
"Net Energy WCS Closing Price: September, 2018",-29.0,USD/BBL,39.69,2018-07-30
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.0,USD/BBL,39.69,2018-07-30
Canadian Crude Index,41.01,USD/BBL,,2018-07-30
West Texas Intermediate Cash,68.69,USD/BBL,,2018-07-30
North Sea Brent Blend,74.29,USD/BBL,,2018-07-30
OPEC Basket Price,73.69,USD/BBL,,2018-07-30
"NYMEX Natural Gas: August, 2018",2.82,USD/MMBTU,,2018-07-30
"NYMEX Natural Gas: September, 2018",2.78,USD/MMBTU,,2018-07-30
"NYMEX Natural Gas: October, 2018",2.8,USD/MMBTU,,2018-07-30
"NYMEX Natural Gas: November, 2018",2.85,USD/MMBTU,,2018-07-30
Spectra - Station 2,1.29,CAD/GJ,,2018-07-30
AECO/NGX Spot Price - Settlement,0.9,CAD/GJ,,2018-07-30
AECO/NGX Spot Price - Same Day Volume,354.5,TJ,,2018-07-30
"AECO/NGX Near-Month: August, 2018",1.31,CAD/GJ,,2018-07-30
NYMEX Today @ 10:00 AM MST,,,,2018-07-30
"WTI September, 2018 Contract",70.16,USD/BBL,,2018-07-30
Near-Month Gas Contract,2.8,USD/MMBTU,,2018-07-30
Daily Average US Exchange Rate,1.31,,,2018-07-30
 Expressed as a basis to WTI,,,,2018-07-30
"NYMEX-WTI: September, 2018",69.61,USD/BBL,,2018-07-27
"NYMEX-WTI: October, 2018",68.43,USD/BBL,,2018-07-27
"NYMEX-WTI: November, 2018",68.0,USD/BBL,,2018-07-27
"NYMEX-WTI: December, 2018",67.67,USD/BBL,,2018-07-27
NYMEX-WTI Year Ago Current Month Contract,48.75,USD/BBL,,2018-07-27
"Net Energy Sweet Closing Price: September, 2018",-7.25,USD/BBL,62.36,2018-07-27
"Net Energy SSP Closing Price: September, 2018",-2.4,USD/BBL,67.21,2018-07-27
"Net Energy WCS Closing Price: September, 2018",-28.8,USD/BBL,40.81,2018-07-27
"Net Energy/NYMEX WCC Closing Price: September, 2018",-28.8,USD/BBL,40.81,2018-07-27
Canadian Crude Index,41.68,USD/BBL,,2018-07-27
West Texas Intermediate Cash,71.34,USD/BBL,,2018-07-27
North Sea Brent Blend,74.54,USD/BBL,,2018-07-27
OPEC Basket Price,73.62,USD/BBL,,2018-07-27
"NYMEX Natural Gas: August, 2018",2.78,USD/MMBTU,,2018-07-27
"NYMEX Natural Gas: September, 2018",2.76,USD/MMBTU,,2018-07-27
"NYMEX Natural Gas: October, 2018",2.78,USD/MMBTU,,2018-07-27
"NYMEX Natural Gas: November, 2018",2.83,USD/MMBTU,,2018-07-27
Spectra - Station 2,1.43,CAD/GJ,,2018-07-27
AECO/NGX Spot Price - Settlement,1.29,CAD/GJ,,2018-07-27
AECO/NGX Spot Price - Same Day Volume,845.6,TJ,,2018-07-27
"AECO/NGX Near-Month: August, 2018",1.32,CAD/GJ,,2018-07-27
NYMEX Today @ 10:00 AM MST,,,,2018-07-27
"WTI September, 2018 Contract",69.34,USD/BBL,,2018-07-27
Near-Month Gas Contract,2.8,USD/MMBTU,,2018-07-27
Daily Average US Exchange Rate,1.31,,,2018-07-27
 Expressed as a basis to WTI,,,,2018-07-27
"NYMEX-WTI: September, 2018",69.3,USD/BBL,,2018-07-26
"NYMEX-WTI: October, 2018",68.01,USD/BBL,,2018-07-26
"NYMEX-WTI: November, 2018",67.59,USD/BBL,,2018-07-26
"NYMEX-WTI: December, 2018",67.26,USD/BBL,,2018-07-26
NYMEX-WTI Year Ago Current Month Contract,47.89,USD/BBL,,2018-07-26
"Net Energy Sweet Closing Price: September, 2018",-7.25,USD/BBL,62.05,2018-07-26
"Net Energy SSP Closing Price: September, 2018",-2.4,USD/BBL,66.9,2018-07-26
"Net Energy WCS Closing Price: September, 2018",-29.0,USD/BBL,40.3,2018-07-26
"Net Energy/NYMEX WCC Closing Price: September, 2018",-29.0,USD/BBL,40.3,2018-07-26
Canadian Crude Index,40.88,USD/BBL,,2018-07-26
West Texas Intermediate Cash,70.78,USD/BBL,,2018-07-26
North Sea Brent Blend,73.93,USD/BBL,,2018-07-26
OPEC Basket Price,72.87,USD/BBL,,2018-07-26
"NYMEX Natural Gas: August, 2018",2.78,USD/MMBTU,,2018-07-26
"NYMEX Natural Gas: September, 2018",2.76,USD/MMBTU,,2018-07-26
"NYMEX Natural Gas: October, 2018",2.77,USD/MMBTU,,2018-07-26
"NYMEX Natural Gas: November, 2018",2.82,USD/MMBTU,,2018-07-26
Spectra - Station 2,1.5,CAD/GJ,,2018-07-26
AECO/NGX Spot Price - Settlement,1.55,CAD/GJ,,2018-07-26
AECO/NGX Spot Price - Same Day Volume,685.9,TJ,,2018-07-26
"AECO/NGX Near-Month: August, 2018",1.35,CAD/GJ,,2018-07-26
NYMEX Today @ 10:00 AM MST,,,,2018-07-26
"WTI September, 2018 Contract",69.77,USD/BBL,,2018-07-26
Near-Month Gas Contract,2.78,USD/MMBTU,,2018-07-26
Daily Average US Exchange Rate,1.31,,,2018-07-26
 Expressed as a basis to WTI,,,,2018-07-26
"NYMEX-WTI: September, 2018",68.52,USD/BBL,,2018-07-25
"NYMEX-WTI: October, 2018",67.19,USD/BBL,,2018-07-25
"NYMEX-WTI: November, 2018",66.77,USD/BBL,,2018-07-25
"NYMEX-WTI: December, 2018",66.47,USD/BBL,,2018-07-25
NYMEX-WTI Year Ago Current Month Contract,46.34,USD/BBL,,2018-07-25
"Net Energy Sweet Closing Price: September, 2018",-6.85,USD/BBL,61.67,2018-07-25
"Net Energy SSP Closing Price: September, 2018",-2.3,USD/BBL,66.22,2018-07-25
"Net Energy WCS Closing Price: September, 2018",-28.0,USD/BBL,40.52,2018-07-25
"Net Energy/NYMEX WCC Closing Price: September, 2018",-28.0,USD/BBL,40.52,2018-07-25
Canadian Crude Index,40.74,USD/BBL,,2018-07-25
West Texas Intermediate Cash,70.02,USD/BBL,,2018-07-25
North Sea Brent Blend,73.44,USD/BBL,,2018-07-25
OPEC Basket Price,72.01,USD/BBL,,2018-07-25
"NYMEX Natural Gas: August, 2018",2.73,USD/MMBTU,,2018-07-25
"NYMEX Natural Gas: September, 2018",2.72,USD/MMBTU,,2018-07-25
"NYMEX Natural Gas: October, 2018",2.74,USD/MMBTU,,2018-07-25
"NYMEX Natural Gas: November, 2018",2.79,USD/MMBTU,,2018-07-25
Spectra - Station 2,1.65,CAD/GJ,,2018-07-25
AECO/NGX Spot Price - Settlement,1.67,CAD/GJ,,2018-07-25
AECO/NGX Spot Price - Same Day Volume,1033.6,TJ,,2018-07-25
"AECO/NGX Near-Month: August, 2018",1.34,CAD/GJ,,2018-07-25
NYMEX Today @ 10:00 AM MST,,,,2018-07-25
"WTI September, 2018 Contract",69.61,USD/BBL,,2018-07-25
Near-Month Gas Contract,2.77,USD/MMBTU,,2018-07-25
Daily Average US Exchange Rate,1.32,,,2018-07-25
 Expressed as a basis to WTI,,,,2018-07-25
"NYMEX-WTI: September, 2018",67.89,USD/BBL,,2018-07-24
"NYMEX-WTI: October, 2018",66.75,USD/BBL,,2018-07-24
"NYMEX-WTI: November, 2018",66.43,USD/BBL,,2018-07-24
"NYMEX-WTI: December, 2018",66.14,USD/BBL,,2018-07-24
NYMEX-WTI Year Ago Current Month Contract,45.77,USD/BBL,,2018-07-24
"Net Energy Sweet Closing Price: September, 2018",-6.85,USD/BBL,61.04,2018-07-24
"Net Energy SSP Closing Price: September, 2018",-2.3,USD/BBL,65.59,2018-07-24
"Net Energy WCS Closing Price: September, 2018",-26.3,USD/BBL,41.59,2018-07-24
"Net Energy/NYMEX WCC Closing Price: September, 2018",-26.3,USD/BBL,41.59,2018-07-24
Canadian Crude Index,41.11,USD/BBL,,2018-07-24
West Texas Intermediate Cash,67.85,USD/BBL,,2018-07-24
North Sea Brent Blend,73.06,USD/BBL,,2018-07-24
OPEC Basket Price,71.85,USD/BBL,,2018-07-24
"NYMEX Natural Gas: August, 2018",2.72,USD/MMBTU,,2018-07-24
"NYMEX Natural Gas: September, 2018",2.7,USD/MMBTU,,2018-07-24
"NYMEX Natural Gas: October, 2018",2.72,USD/MMBTU,,2018-07-24
"NYMEX Natural Gas: November, 2018",2.77,USD/MMBTU,,2018-07-24
Spectra - Station 2,1.58,CAD/GJ,,2018-07-24
AECO/NGX Spot Price - Settlement,1.56,CAD/GJ,,2018-07-24
AECO/NGX Spot Price - Same Day Volume,863.8,TJ,,2018-07-24
"AECO/NGX Near-Month: August, 2018",1.31,CAD/GJ,,2018-07-24
NYMEX Today @ 10:00 AM MST,,,,2018-07-24
"WTI September, 2018 Contract",69.0,USD/BBL,,2018-07-24
Near-Month Gas Contract,2.74,USD/MMBTU,,2018-07-24
Daily Average US Exchange Rate,1.32,,,2018-07-24
 Expressed as a basis to WTI,,,,2018-07-24
"NYMEX-WTI: August, 2018",70.46,USD/BBL,,2018-07-23
"NYMEX-WTI: September, 2018",68.26,USD/BBL,,2018-07-23
"NYMEX-WTI: October, 2018",66.64,USD/BBL,,2018-07-23
"NYMEX-WTI: November, 2018",66.18,USD/BBL,,2018-07-23
NYMEX-WTI Year Ago Current Month Contract,46.79,USD/BBL,,2018-07-23
"Net Energy Sweet Closing Price: September, 2018",-6.85,USD/BBL,63.61,2018-07-23
"Net Energy SSP Closing Price: September, 2018",-2.3,USD/BBL,68.16,2018-07-23
"Net Energy WCS Closing Price: September, 2018",-26.3,USD/BBL,44.16,2018-07-23
"Net Energy/NYMEX WCC Closing Price: September, 2018",-26.3,USD/BBL,44.16,2018-07-23
Canadian Crude Index,41.19,USD/BBL,,2018-07-23
West Texas Intermediate Cash,70.46,USD/BBL,,2018-07-23
North Sea Brent Blend,73.07,USD/BBL,,2018-07-23
OPEC Basket Price,71.57,USD/BBL,,2018-07-23
"NYMEX Natural Gas: August, 2018",2.76,USD/MMBTU,,2018-07-23
"NYMEX Natural Gas: September, 2018",2.73,USD/MMBTU,,2018-07-23
"NYMEX Natural Gas: October, 2018",2.75,USD/MMBTU,,2018-07-23
"NYMEX Natural Gas: November, 2018",2.79,USD/MMBTU,,2018-07-23
Spectra - Station 2,1.07,CAD/GJ,,2018-07-23
AECO/NGX Spot Price - Settlement,0.66,CAD/GJ,,2018-07-23
AECO/NGX Spot Price - Same Day Volume,631.2,TJ,,2018-07-23
"AECO/NGX Near-Month: August, 2018",1.24,CAD/GJ,,2018-07-23
NYMEX Today @ 10:00 AM MST,,,,2018-07-23
