Month,Open,High,Low,Last,Change,Settle,Estimated Volume,Prior Day Open Interest,Trade Date,Settlement
MAY_27,,,,,0.04,53.99,0.0,0.0,2019-03-11,Final
JUN_27,,,,,0.04,54.01,0.0,0.0,2019-03-11,Final
JUL_27,,,,,0.04,53.99,0.0,0.0,2019-03-11,Final
AUG_27,,,,,0.04,53.98,0.0,0.0,2019-03-11,Final
SEP_27,,,,,0.04,53.99,0.0,0.0,2019-03-11,Final
OCT_27,,,,,0.04,54.01,0.0,0.0,2019-03-11,Final
NOV_27,,,,,0.04,53.98,0.0,0.0,2019-03-11,Final
DEC_27,,,,,0.04,53.92,0.0,0.0,2019-03-11,Final
Total,,,,,,,1314.0,147747.0,2019-03-11,Final
"Last_Updated:_Monday,_11_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-11,Final
"Last_Updated:_Monday,_11_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-08,Final
"Last_Updated:_Monday,_11_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-07,Final
"Last_Updated:_Monday,_11_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-06,Final
"Last_Updated:_Monday,_11_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-05,Final
MAR_19,,,,,0.06,56.82,327.0,14251.0,2019-03-12,Final
APR_19,,,,,0.08,57.32,425.0,10636.0,2019-03-12,Final
MAY_19,,,,,0.08,57.76,20.0,7286.0,2019-03-12,Final
JUN_19,,,,,0.09,58.16,20.0,7326.0,2019-03-12,Final
JUL_19,,,,,0.09,58.48,70.0,7490.0,2019-03-12,Final
AUG_19,,,,,0.09,58.69,70.0,7482.0,2019-03-12,Final
SEP_19,,,,,0.08,58.8,70.0,7178.0,2019-03-12,Final
OCT_19,,,,,0.07,58.86,70.0,7088.0,2019-03-12,Final
NOV_19,,,,,0.07,58.86,70.0,7197.0,2019-03-12,Final
DEC_19,,,,,0.05,58.79,70.0,7641.0,2019-03-12,Final
JAN_20,,,,,0.04,58.7,187.0,4629.0,2019-03-12,Final
FEB_20,,,,,0.03,58.59,187.0,4171.0,2019-03-12,Final
MAR_20,,,,,0.02,58.45,187.0,4171.0,2019-03-12,Final
APR_20,,,,,,58.28,187.0,4115.0,2019-03-12,Final
MAY_20,,,,,-0.03,58.09,187.0,4122.0,2019-03-12,Final
JUN_20,,,,,-0.03,57.92,187.0,4071.0,2019-03-12,Final
JUL_20,,,,,-0.03,57.73,189.0,4116.0,2019-03-12,Final
AUG_20,,,,,-0.03,57.57,189.0,4114.0,2019-03-12,Final
SEP_20,,,,,-0.03,57.42,189.0,4109.0,2019-03-12,Final
OCT_20,,,,,-0.04,57.28,189.0,4528.0,2019-03-12,Final
NOV_20,,,,,-0.05,57.14,189.0,4509.0,2019-03-12,Final
DEC_20,,,,,-0.05,56.94,189.0,4574.0,2019-03-12,Final
JAN_21,,,,,-0.04,56.75,0.0,916.0,2019-03-12,Final
FEB_21,,,,,-0.03,56.62,0.0,915.0,2019-03-12,Final
MAR_21,,,,,-0.02,56.45,0.0,914.0,2019-03-12,Final
APR_21,,,,,-0.02,56.3,0.0,689.0,2019-03-12,Final
MAY_21,,,,,-0.02,56.18,0.0,689.0,2019-03-12,Final
JUN_21,,,,,-0.01,56.04,0.0,678.0,2019-03-12,Final
JUL_21,,,,,-0.01,55.9,0.0,736.0,2019-03-12,Final
AUG_21,,,,,,55.8,0.0,736.0,2019-03-12,Final
SEP_21,,,,,,55.7,0.0,753.0,2019-03-12,Final
OCT_21,,,,,0.01,55.62,0.0,827.0,2019-03-12,Final
NOV_21,,,,,0.02,55.52,0.0,826.0,2019-03-12,Final
DEC_21,,,,,0.03,55.36,0.0,826.0,2019-03-12,Final
JAN_22,,,,,0.03,55.22,0.0,128.0,2019-03-12,Final
FEB_22,,,,,0.04,55.12,0.0,131.0,2019-03-12,Final
MAR_22,,,,,0.04,55.0,0.0,128.0,2019-03-12,Final
APR_22,,,,,0.05,54.9,0.0,129.0,2019-03-12,Final
MAY_22,,,,,0.05,54.82,0.0,127.0,2019-03-12,Final
JUN_22,,,,,0.07,54.73,0.0,112.0,2019-03-12,Final
JUL_22,,,,,0.07,54.66,0.0,111.0,2019-03-12,Final
AUG_22,,,,,0.07,54.59,0.0,111.0,2019-03-12,Final
SEP_22,,,,,0.07,54.53,0.0,112.0,2019-03-12,Final
OCT_22,,,,,0.07,54.48,0.0,111.0,2019-03-12,Final
NOV_22,,,,,0.07,54.44,0.0,112.0,2019-03-12,Final
DEC_22,,,,,0.07,54.36,0.0,111.0,2019-03-12,Final
JAN_23,,,,,0.08,54.32,0.0,83.0,2019-03-12,Final
FEB_23,,,,,0.08,54.28,0.0,83.0,2019-03-12,Final
MAR_23,,,,,0.09,54.25,0.0,83.0,2019-03-12,Final
APR_23,,,,,0.08,54.21,0.0,83.0,2019-03-12,Final
MAY_23,,,,,0.08,54.19,0.0,83.0,2019-03-12,Final
JUN_23,,,,,0.08,54.16,0.0,83.0,2019-03-12,Final
JUL_23,,,,,0.08,54.14,0.0,83.0,2019-03-12,Final
AUG_23,,,,,0.09,54.14,0.0,83.0,2019-03-12,Final
SEP_23,,,,,0.09,54.14,0.0,83.0,2019-03-12,Final
OCT_23,,,,,0.1,54.15,0.0,83.0,2019-03-12,Final
NOV_23,,,,,0.1,54.15,0.0,75.0,2019-03-12,Final
DEC_23,,,,,0.1,54.12,0.0,75.0,2019-03-12,Final
JAN_24,,,,,0.1,54.08,0.0,124.0,2019-03-12,Final
FEB_24,,,,,0.11,54.05,0.0,122.0,2019-03-12,Final
MAR_24,,,,,0.11,54.06,0.0,124.0,2019-03-12,Final
APR_24,,,,,0.11,54.03,0.0,123.0,2019-03-12,Final
MAY_24,,,,,0.11,54.06,0.0,124.0,2019-03-12,Final
JUN_24,,,,,0.11,54.06,0.0,123.0,2019-03-12,Final
JUL_24,,,,,0.11,54.05,0.0,124.0,2019-03-12,Final
AUG_24,,,,,0.12,54.06,0.0,124.0,2019-03-12,Final
SEP_24,,,,,0.12,54.09,0.0,123.0,2019-03-12,Final
OCT_24,,,,,0.12,54.14,0.0,124.0,2019-03-12,Final
NOV_24,,,,,0.12,54.14,0.0,123.0,2019-03-12,Final
DEC_24,,,,,0.12,54.09,0.0,124.0,2019-03-12,Final
JAN_25,,,,,0.12,54.1,0.0,10.0,2019-03-12,Final
FEB_25,,,,,0.12,54.11,0.0,10.0,2019-03-12,Final
MAR_25,,,,,0.12,54.12,0.0,10.0,2019-03-12,Final
APR_25,,,,,0.12,54.11,0.0,10.0,2019-03-12,Final
MAY_25,,,,,0.12,54.11,0.0,10.0,2019-03-12,Final
JUN_25,,,,,0.12,54.14,0.0,10.0,2019-03-12,Final
JUL_25,,,,,0.12,54.16,0.0,10.0,2019-03-12,Final
AUG_25,,,,,0.12,54.16,0.0,10.0,2019-03-12,Final
SEP_25,,,,,0.12,54.18,0.0,10.0,2019-03-12,Final
OCT_25,,,,,0.12,54.24,0.0,10.0,2019-03-12,Final
NOV_25,,,,,0.12,54.21,0.0,10.0,2019-03-12,Final
DEC_25,,,,,0.12,54.17,0.0,10.0,2019-03-12,Final
JAN_26,,,,,0.12,54.18,0.0,0.0,2019-03-12,Final
FEB_26,,,,,0.12,54.17,0.0,0.0,2019-03-12,Final
MAR_26,,,,,0.12,54.19,0.0,0.0,2019-03-12,Final
APR_26,,,,,0.12,54.17,0.0,0.0,2019-03-12,Final
MAY_26,,,,,0.12,54.17,0.0,0.0,2019-03-12,Final
JUN_26,,,,,0.12,54.2,0.0,0.0,2019-03-12,Final
JUL_26,,,,,0.12,54.19,0.0,0.0,2019-03-12,Final
AUG_26,,,,,0.12,54.19,0.0,0.0,2019-03-12,Final
SEP_26,,,,,0.12,54.21,0.0,0.0,2019-03-12,Final
OCT_26,,,,,0.12,54.24,0.0,0.0,2019-03-12,Final
NOV_26,,,,,0.12,54.21,0.0,0.0,2019-03-12,Final
DEC_26,,,,,0.12,54.17,0.0,0.0,2019-03-12,Final
JAN_27,,,,,0.12,54.17,0.0,0.0,2019-03-12,Final
FEB_27,,,,,0.12,54.15,0.0,0.0,2019-03-12,Final
MAR_27,,,,,0.12,54.14,0.0,0.0,2019-03-12,Final
APR_27,,,,,0.12,54.12,0.0,0.0,2019-03-12,Final
MAY_27,,,,,0.12,54.11,0.0,0.0,2019-03-12,Final
JUN_27,,,,,0.12,54.13,0.0,0.0,2019-03-12,Final
JUL_27,,,,,0.12,54.11,0.0,0.0,2019-03-12,Final
AUG_27,,,,,0.12,54.1,0.0,0.0,2019-03-12,Final
SEP_27,,,,,0.12,54.11,0.0,0.0,2019-03-12,Final
OCT_27,,,,,0.12,54.13,0.0,0.0,2019-03-12,Final
NOV_27,,,,,0.12,54.1,0.0,0.0,2019-03-12,Final
DEC_27,,,,,0.12,54.04,0.0,0.0,2019-03-12,Final
Total,,,,,,,3468.0,148314.0,2019-03-12,Final
"Last_Updated:_Tuesday,_12_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-12,Final
"Last_Updated:_Tuesday,_12_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-11,Final
"Last_Updated:_Tuesday,_12_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-08,Final
"Last_Updated:_Tuesday,_12_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-07,Final
"Last_Updated:_Tuesday,_12_Mar_2019_06:00_PM_About_This_Report",,,,,,,,,2019-03-06,Final
"Last_Updated:_Tuesday,_12_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-12,Final
"Last_Updated:_Tuesday,_12_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-11,Final
"Last_Updated:_Tuesday,_12_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-08,Final
"Last_Updated:_Tuesday,_12_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-07,Final
"Last_Updated:_Tuesday,_12_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-06,Final
MAR_19,,,,,0.86,57.68,30.0,14251.0,2019-03-13,Final
APR_19,,,,,1.37,58.69,161.0,10912.0,2019-03-13,Final
MAY_19,,,,,1.3,59.06,27.0,7266.0,2019-03-13,Final
JUN_19,,,,,1.25,59.41,27.0,7306.0,2019-03-13,Final
JUL_19,,,,,1.2,59.68,82.0,7470.0,2019-03-13,Final
AUG_19,,,,,1.16,59.85,27.0,7462.0,2019-03-13,Final
SEP_19,,,,,1.12,59.92,27.0,7158.0,2019-03-13,Final
OCT_19,,,,,1.07,59.93,52.0,7088.0,2019-03-13,Final
NOV_19,,,,,1.03,59.89,52.0,7197.0,2019-03-13,Final
DEC_19,,,,,0.99,59.78,52.0,7642.0,2019-03-13,Final
JAN_20,,,,,0.94,59.64,126.0,4697.0,2019-03-13,Final
FEB_20,,,,,0.9,59.49,126.0,4239.0,2019-03-13,Final
MAR_20,,,,,0.86,59.31,129.0,4239.0,2019-03-13,Final
APR_20,,,,,0.83,59.11,149.0,4183.0,2019-03-13,Final
MAY_20,,,,,0.81,58.9,146.0,4190.0,2019-03-13,Final
JUN_20,,,,,0.79,58.71,146.0,4139.0,2019-03-13,Final
JUL_20,,,,,0.77,58.5,146.0,4122.0,2019-03-13,Final
AUG_20,,,,,0.76,58.33,146.0,4120.0,2019-03-13,Final
SEP_20,,,,,0.75,58.17,146.0,4115.0,2019-03-13,Final
OCT_20,,,,,0.74,58.02,126.0,4534.0,2019-03-13,Final
NOV_20,,,,,0.75,57.89,126.0,4515.0,2019-03-13,Final
DEC_20,,,,,0.74,57.68,126.0,4595.0,2019-03-13,Final
JAN_21,,,,,0.72,57.47,0.0,916.0,2019-03-13,Final
FEB_21,,,,,0.69,57.31,0.0,915.0,2019-03-13,Final
MAR_21,,,,,0.68,57.13,0.0,914.0,2019-03-13,Final
APR_21,,,,,0.65,56.95,0.0,689.0,2019-03-13,Final
MAY_21,,,,,0.63,56.81,0.0,689.0,2019-03-13,Final
JUN_21,,,,,0.6,56.64,0.0,678.0,2019-03-13,Final
JUL_21,,,,,0.57,56.47,0.0,736.0,2019-03-13,Final
AUG_21,,,,,0.56,56.36,0.0,736.0,2019-03-13,Final
SEP_21,,,,,0.55,56.25,0.0,753.0,2019-03-13,Final
OCT_21,,,,,0.52,56.14,0.0,827.0,2019-03-13,Final
NOV_21,,,,,0.5,56.02,0.0,826.0,2019-03-13,Final
DEC_21,,,,,0.49,55.85,0.0,826.0,2019-03-13,Final
JAN_22,,,,,0.48,55.7,0.0,128.0,2019-03-13,Final
FEB_22,,,,,0.47,55.59,0.0,131.0,2019-03-13,Final
MAR_22,,,,,0.46,55.46,0.0,128.0,2019-03-13,Final
APR_22,,,,,0.45,55.35,0.0,129.0,2019-03-13,Final
MAY_22,,,,,0.45,55.27,0.0,127.0,2019-03-13,Final
JUN_22,,,,,0.43,55.16,0.0,112.0,2019-03-13,Final
JUL_22,,,,,0.42,55.08,0.0,111.0,2019-03-13,Final
AUG_22,,,,,0.42,55.01,0.0,111.0,2019-03-13,Final
SEP_22,,,,,0.41,54.94,0.0,112.0,2019-03-13,Final
OCT_22,,,,,0.4,54.88,0.0,111.0,2019-03-13,Final
NOV_22,,,,,0.38,54.82,0.0,112.0,2019-03-13,Final
DEC_22,,,,,0.39,54.75,0.0,111.0,2019-03-13,Final
JAN_23,,,,,0.38,54.7,0.0,83.0,2019-03-13,Final
FEB_23,,,,,0.38,54.66,0.0,83.0,2019-03-13,Final
MAR_23,,,,,0.37,54.62,0.0,83.0,2019-03-13,Final
APR_23,,,,,0.37,54.58,0.0,83.0,2019-03-13,Final
MAY_23,,,,,0.37,54.56,0.0,83.0,2019-03-13,Final
JUN_23,,,,,0.37,54.53,0.0,83.0,2019-03-13,Final
JUL_23,,,,,0.37,54.51,0.0,83.0,2019-03-13,Final
AUG_23,,,,,0.37,54.51,0.0,83.0,2019-03-13,Final
SEP_23,,,,,0.37,54.51,0.0,83.0,2019-03-13,Final
OCT_23,,,,,0.37,54.52,0.0,83.0,2019-03-13,Final
NOV_23,,,,,0.36,54.51,0.0,75.0,2019-03-13,Final
DEC_23,,,,,0.36,54.48,0.0,75.0,2019-03-13,Final
JAN_24,,,,,0.36,54.44,0.0,124.0,2019-03-13,Final
FEB_24,,,,,0.35,54.4,0.0,122.0,2019-03-13,Final
MAR_24,,,,,0.35,54.41,0.0,124.0,2019-03-13,Final
APR_24,,,,,0.35,54.38,0.0,123.0,2019-03-13,Final
MAY_24,,,,,0.34,54.4,0.0,124.0,2019-03-13,Final
JUN_24,,,,,0.34,54.4,0.0,123.0,2019-03-13,Final
JUL_24,,,,,0.34,54.39,0.0,124.0,2019-03-13,Final
AUG_24,,,,,0.34,54.4,0.0,124.0,2019-03-13,Final
SEP_24,,,,,0.34,54.43,0.0,123.0,2019-03-13,Final
OCT_24,,,,,0.33,54.47,0.0,124.0,2019-03-13,Final
NOV_24,,,,,0.33,54.47,0.0,123.0,2019-03-13,Final
DEC_24,,,,,0.33,54.42,0.0,124.0,2019-03-13,Final
JAN_25,,,,,0.33,54.43,0.0,10.0,2019-03-13,Final
FEB_25,,,,,0.33,54.44,0.0,10.0,2019-03-13,Final
MAR_25,,,,,0.33,54.45,0.0,10.0,2019-03-13,Final
APR_25,,,,,0.33,54.44,0.0,10.0,2019-03-13,Final
MAY_25,,,,,0.33,54.44,0.0,10.0,2019-03-13,Final
JUN_25,,,,,0.33,54.47,0.0,10.0,2019-03-13,Final
JUL_25,,,,,0.33,54.49,0.0,10.0,2019-03-13,Final
AUG_25,,,,,0.33,54.49,0.0,10.0,2019-03-13,Final
SEP_25,,,,,0.33,54.51,0.0,10.0,2019-03-13,Final
OCT_25,,,,,0.33,54.57,0.0,10.0,2019-03-13,Final
NOV_25,,,,,0.33,54.54,0.0,10.0,2019-03-13,Final
DEC_25,,,,,0.33,54.5,0.0,10.0,2019-03-13,Final
JAN_26,,,,,0.33,54.51,0.0,0.0,2019-03-13,Final
FEB_26,,,,,0.33,54.5,0.0,0.0,2019-03-13,Final
MAR_26,,,,,0.33,54.52,0.0,0.0,2019-03-13,Final
APR_26,,,,,0.33,54.5,0.0,0.0,2019-03-13,Final
MAY_26,,,,,0.33,54.5,0.0,0.0,2019-03-13,Final
JUN_26,,,,,0.33,54.53,0.0,0.0,2019-03-13,Final
JUL_26,,,,,0.33,54.52,0.0,0.0,2019-03-13,Final
AUG_26,,,,,0.33,54.52,0.0,0.0,2019-03-13,Final
SEP_26,,,,,0.33,54.54,0.0,0.0,2019-03-13,Final
OCT_26,,,,,0.33,54.57,0.0,0.0,2019-03-13,Final
NOV_26,,,,,0.33,54.54,0.0,0.0,2019-03-13,Final
DEC_26,,,,,0.33,54.5,0.0,0.0,2019-03-13,Final
JAN_27,,,,,0.33,54.5,0.0,0.0,2019-03-13,Final
FEB_27,,,,,0.33,54.48,0.0,0.0,2019-03-13,Final
MAR_27,,,,,0.33,54.47,0.0,0.0,2019-03-13,Final
APR_27,,,,,0.33,54.45,0.0,0.0,2019-03-13,Final
MAY_27,,,,,0.33,54.44,0.0,0.0,2019-03-13,Final
JUN_27,,,,,0.33,54.46,0.0,0.0,2019-03-13,Final
JUL_27,,,,,0.33,54.44,0.0,0.0,2019-03-13,Final
AUG_27,,,,,0.33,54.43,0.0,0.0,2019-03-13,Final
SEP_27,,,,,0.33,54.44,0.0,0.0,2019-03-13,Final
OCT_27,,,,,0.33,54.46,0.0,0.0,2019-03-13,Final
NOV_27,,,,,0.33,54.43,0.0,0.0,2019-03-13,Final
DEC_27,,,,,0.33,54.37,0.0,0.0,2019-03-13,Final
Total,,,,,,,2175.0,148950.0,2019-03-13,Final
"Last_Updated:_Wednesday,_13_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-13,Final
"Last_Updated:_Wednesday,_13_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-12,Final
"Last_Updated:_Wednesday,_13_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-11,Final
"Last_Updated:_Wednesday,_13_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-08,Final
"Last_Updated:_Wednesday,_13_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-07,Final
MAR_19,,,,,0.19,57.87,44.0,14238.0,2019-03-14,Final
APR_19,,,,,0.31,59.0,175.0,10996.0,2019-03-14,Final
MAY_19,,,,,0.26,59.32,69.0,7253.0,2019-03-14,Final
JUN_19,,,,,0.21,59.62,69.0,7293.0,2019-03-14,Final
JUL_19,,,,,0.18,59.86,69.0,7510.0,2019-03-14,Final
AUG_19,,,,,0.14,59.99,108.0,7447.0,2019-03-14,Final
SEP_19,,,,,0.1,60.02,108.0,7143.0,2019-03-14,Final
OCT_19,,,,,0.06,59.99,91.0,7073.0,2019-03-14,Final
NOV_19,,,,,0.01,59.9,91.0,7182.0,2019-03-14,Final
DEC_19,,,,,-0.03,59.75,91.0,7627.0,2019-03-14,Final
JAN_20,,,,,-0.08,59.56,131.0,4784.0,2019-03-14,Final
FEB_20,,,,,-0.11,59.38,131.0,4326.0,2019-03-14,Final
MAR_20,,,,,-0.13,59.18,131.0,4329.0,2019-03-14,Final
APR_20,,,,,-0.13,58.98,92.0,4293.0,2019-03-14,Final
MAY_20,,,,,-0.11,58.79,92.0,4297.0,2019-03-14,Final
JUN_20,,,,,-0.11,58.6,92.0,4246.0,2019-03-14,Final
JUL_20,,,,,-0.12,58.38,119.0,4269.0,2019-03-14,Final
AUG_20,,,,,-0.12,58.21,119.0,4267.0,2019-03-14,Final
SEP_20,,,,,-0.13,58.04,119.0,4262.0,2019-03-14,Final
OCT_20,,,,,-0.13,57.89,119.0,4613.0,2019-03-14,Final
NOV_20,,,,,-0.14,57.75,119.0,4594.0,2019-03-14,Final
DEC_20,,,,,-0.15,57.53,119.0,4674.0,2019-03-14,Final
JAN_21,,,,,-0.15,57.32,0.0,916.0,2019-03-14,Final
FEB_21,,,,,-0.15,57.16,0.0,915.0,2019-03-14,Final
MAR_21,,,,,-0.15,56.98,0.0,914.0,2019-03-14,Final
APR_21,,,,,-0.15,56.8,0.0,689.0,2019-03-14,Final
MAY_21,,,,,-0.15,56.66,0.0,689.0,2019-03-14,Final
JUN_21,,,,,-0.14,56.5,0.0,678.0,2019-03-14,Final
JUL_21,,,,,-0.11,56.36,0.0,736.0,2019-03-14,Final
AUG_21,,,,,-0.13,56.23,0.0,736.0,2019-03-14,Final
SEP_21,,,,,-0.14,56.11,0.0,753.0,2019-03-14,Final
OCT_21,,,,,-0.16,55.98,0.0,827.0,2019-03-14,Final
NOV_21,,,,,-0.16,55.86,0.0,826.0,2019-03-14,Final
DEC_21,,,,,-0.16,55.69,0.0,826.0,2019-03-14,Final
JAN_22,,,,,-0.16,55.54,0.0,128.0,2019-03-14,Final
FEB_22,,,,,-0.18,55.41,0.0,131.0,2019-03-14,Final
MAR_22,,,,,-0.18,55.28,0.0,128.0,2019-03-14,Final
APR_22,,,,,-0.19,55.16,0.0,129.0,2019-03-14,Final
MAY_22,,,,,-0.19,55.08,0.0,127.0,2019-03-14,Final
JUN_22,,,,,-0.19,54.97,0.0,112.0,2019-03-14,Final
JUL_22,,,,,-0.19,54.89,0.0,111.0,2019-03-14,Final
AUG_22,,,,,-0.19,54.82,0.0,111.0,2019-03-14,Final
SEP_22,,,,,-0.18,54.76,0.0,112.0,2019-03-14,Final
OCT_22,,,,,-0.18,54.7,0.0,111.0,2019-03-14,Final
NOV_22,,,,,-0.18,54.64,0.0,112.0,2019-03-14,Final
DEC_22,,,,,-0.19,54.56,0.0,111.0,2019-03-14,Final
JAN_23,,,,,-0.18,54.52,0.0,83.0,2019-03-14,Final
FEB_23,,,,,-0.18,54.48,0.0,83.0,2019-03-14,Final
MAR_23,,,,,-0.18,54.44,0.0,83.0,2019-03-14,Final
APR_23,,,,,-0.18,54.4,0.0,83.0,2019-03-14,Final
MAY_23,,,,,-0.18,54.38,0.0,83.0,2019-03-14,Final
JUN_23,,,,,-0.18,54.35,0.0,83.0,2019-03-14,Final
JUL_23,,,,,-0.17,54.34,0.0,83.0,2019-03-14,Final
AUG_23,,,,,-0.18,54.33,0.0,83.0,2019-03-14,Final
SEP_23,,,,,-0.18,54.33,0.0,83.0,2019-03-14,Final
OCT_23,,,,,-0.18,54.34,0.0,83.0,2019-03-14,Final
NOV_23,,,,,-0.18,54.33,0.0,75.0,2019-03-14,Final
DEC_23,,,,,-0.18,54.3,0.0,75.0,2019-03-14,Final
JAN_24,,,,,-0.18,54.26,0.0,124.0,2019-03-14,Final
FEB_24,,,,,-0.18,54.22,0.0,122.0,2019-03-14,Final
MAR_24,,,,,-0.18,54.23,0.0,124.0,2019-03-14,Final
APR_24,,,,,-0.18,54.2,0.0,123.0,2019-03-14,Final
MAY_24,,,,,-0.19,54.21,0.0,124.0,2019-03-14,Final
JUN_24,,,,,-0.19,54.21,0.0,123.0,2019-03-14,Final
JUL_24,,,,,-0.19,54.2,0.0,124.0,2019-03-14,Final
AUG_24,,,,,-0.19,54.21,0.0,124.0,2019-03-14,Final
SEP_24,,,,,-0.19,54.24,0.0,123.0,2019-03-14,Final
OCT_24,,,,,-0.19,54.28,0.0,124.0,2019-03-14,Final
NOV_24,,,,,-0.19,54.28,0.0,123.0,2019-03-14,Final
DEC_24,,,,,-0.19,54.23,0.0,124.0,2019-03-14,Final
JAN_25,,,,,-0.19,54.24,0.0,10.0,2019-03-14,Final
FEB_25,,,,,-0.19,54.25,0.0,10.0,2019-03-14,Final
MAR_25,,,,,-0.19,54.26,0.0,10.0,2019-03-14,Final
APR_25,,,,,-0.19,54.25,0.0,10.0,2019-03-14,Final
MAY_25,,,,,-0.19,54.25,0.0,10.0,2019-03-14,Final
JUN_25,,,,,-0.19,54.28,0.0,10.0,2019-03-14,Final
JUL_25,,,,,-0.19,54.3,0.0,10.0,2019-03-14,Final
AUG_25,,,,,-0.19,54.3,0.0,10.0,2019-03-14,Final
SEP_25,,,,,-0.19,54.32,0.0,10.0,2019-03-14,Final
OCT_25,,,,,-0.19,54.38,0.0,10.0,2019-03-14,Final
NOV_25,,,,,-0.19,54.35,0.0,10.0,2019-03-14,Final
DEC_25,,,,,-0.19,54.31,0.0,10.0,2019-03-14,Final
JAN_26,,,,,-0.19,54.32,0.0,0.0,2019-03-14,Final
FEB_26,,,,,-0.19,54.31,0.0,0.0,2019-03-14,Final
MAR_26,,,,,-0.19,54.33,0.0,0.0,2019-03-14,Final
APR_26,,,,,-0.19,54.31,0.0,0.0,2019-03-14,Final
MAY_26,,,,,-0.19,54.31,0.0,0.0,2019-03-14,Final
JUN_26,,,,,-0.19,54.34,0.0,0.0,2019-03-14,Final
JUL_26,,,,,-0.19,54.33,0.0,0.0,2019-03-14,Final
AUG_26,,,,,-0.19,54.33,0.0,0.0,2019-03-14,Final
SEP_26,,,,,-0.19,54.35,0.0,0.0,2019-03-14,Final
OCT_26,,,,,-0.19,54.38,0.0,0.0,2019-03-14,Final
NOV_26,,,,,-0.19,54.35,0.0,0.0,2019-03-14,Final
DEC_26,,,,,-0.19,54.31,0.0,0.0,2019-03-14,Final
JAN_27,,,,,-0.19,54.31,0.0,0.0,2019-03-14,Final
FEB_27,,,,,-0.19,54.29,0.0,0.0,2019-03-14,Final
MAR_27,,,,,-0.19,54.28,0.0,0.0,2019-03-14,Final
APR_27,,,,,-0.19,54.26,0.0,0.0,2019-03-14,Final
MAY_27,,,,,-0.19,54.25,0.0,0.0,2019-03-14,Final
JUN_27,,,,,-0.19,54.27,0.0,0.0,2019-03-14,Final
JUL_27,,,,,-0.19,54.25,0.0,0.0,2019-03-14,Final
AUG_27,,,,,-0.19,54.24,0.0,0.0,2019-03-14,Final
SEP_27,,,,,-0.19,54.25,0.0,0.0,2019-03-14,Final
OCT_27,,,,,-0.19,54.27,0.0,0.0,2019-03-14,Final
NOV_27,,,,,-0.19,54.24,0.0,0.0,2019-03-14,Final
DEC_27,,,,,-0.19,54.18,0.0,0.0,2019-03-14,Final
Total,,,,,,,2298.0,150226.0,2019-03-14,Final
"Last_Updated:_Thursday,_14_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-14,Final
"Last_Updated:_Thursday,_14_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-13,Final
"Last_Updated:_Thursday,_14_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-12,Final
"Last_Updated:_Thursday,_14_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-11,Final
"Last_Updated:_Thursday,_14_Mar_2019_10:32_PM_About_This_Report",,,,,,,,,2019-03-08,Final
MAR_19,,,,,-0.05,57.82,30.0,14265.0,2019-03-15,Final
APR_19,,,,,-0.09,58.91,423.0,11075.0,2019-03-15,Final
MAY_19,,,,,-0.1,59.22,300.0,7253.0,2019-03-15,Final
JUN_19,,,,,-0.1,59.52,300.0,7293.0,2019-03-15,Final
JUL_19,,,,,-0.09,59.77,0.0,7492.0,2019-03-15,Final
AUG_19,,,,,-0.08,59.91,0.0,7434.0,2019-03-15,Final
SEP_19,,,,,-0.08,59.94,0.0,7130.0,2019-03-15,Final
OCT_19,,,,,-0.09,59.9,0.0,7078.0,2019-03-15,Final
NOV_19,,,,,-0.1,59.8,0.0,7187.0,2019-03-15,Final
DEC_19,,,,,-0.08,59.67,0.0,7632.0,2019-03-15,Final
JAN_20,,,,,-0.06,59.5,7.0,4814.0,2019-03-15,Final
FEB_20,,,,,-0.06,59.32,7.0,4356.0,2019-03-15,Final
MAR_20,,,,,-0.04,59.14,7.0,4359.0,2019-03-15,Final
APR_20,,,,,-0.03,58.95,59.0,4317.0,2019-03-15,Final
